,id,album,artist,song_name,image,url,for_lyrics
12,0Y3agQaa6g2r0YmHPOO9rh,Know Your Worth (feat. Davido & Tems),Davido,Know Your Worth (feat. Davido & Tems),https://i.scdn.co/image/ab67616d0000b273e944c571fca9ea470ebb5821,https://open.spotify.com/track/04QTmCTsaVjcGaoxj8rSjE,[]
13,0Y3agQaa6g2r0YmHPOO9rh,Dada (feat. Davido) [Remix],Davido,Dada (feat. Davido) [Remix],https://i.scdn.co/image/ab67616d00001e02e944c571fca9ea470ebb5821,https://open.spotify.com/track/2IBrgYf3Hjw16c6oNwkZ9M,[]
14,0Y3agQaa6g2r0YmHPOO9rh,"Vroom - The FaNaTiX, Idris Elba, Lil Tjay, Davido, Koffee, Moelogo| PS5, PS4 (from GRAN TURISMO 7)",Davido,"Vroom - The FaNaTiX, Idris Elba, Lil Tjay, Davido, Koffee, Moelogo| PS5, PS4 - from GRAN TURISMO 7",https://i.scdn.co/image/ab67616d00004851e944c571fca9ea470ebb5821,https://open.spotify.com/track/6ApEaAL5iuN3cOwSoAbY1d,[]
15,0Y3agQaa6g2r0YmHPOO9rh,A Good Time,Davido,Fall,https://i.scdn.co/image/ab67616d0000b273e944c571fca9ea470ebb5821,https://open.spotify.com/track/1hEXElwyPez2z7m5dZ56Mc,"[Intro]
Iyeh-eeh!

[Chorus]
Money fall on you
Banana fall on you
Prada fall on you
'Cause I'm in love with you, ehh
Money fall on you
Banana fall on you
Paparazzi follow you
'Cause I'm in love with you, oh (Yeah)

[Verse 1]
Are you done talking?
Tell me, baby, are you done talking? Yeah
Are you done talking?
Tell me, baby, are you done talking? Yeah
Are you done talking?
Tell me, baby, are you done talking? Yeah
Are you done talking?
Tell me, baby, are you done talking? Yeah-eh-eh

[Pre-Chorus]
I don't wanna be a player no more, ahh, yeah
I don't wanna be a player no more
'Cause my guys call me Cristiano
Mr. Ronaldo, Omo Nintendo (Oh, oh, yeah)
Plus, my guys call me Cristiano
Mr. Ronaldo, Omo Nintendo, ehh

[Chorus]
Money fall on you
Banana fall on you
Prada fall on you
'Cause I'm in love with you, ehh
Money fall on you
Banana fall on you
Paparazzi follow you oh
'Cause I'm in love with you, ehh

You might also like
[Post-Chorus]
Yeah, if I offend you, if I offend you
Biko, sorry, oh, baby, take heart, oh
Sorry, oh, baby, take heart, oh
I'm in love with you, yeah, I'm in love with you
Oh, baby, nothing go fit to change am, oh
Nothing go fit to change am, oh, ehh

[Verse 2]
If I talk, them go say I dey talk, yeah
Tell me why them dey use Panadol for our headache, yeah (Our headache, oh)
Yeah, how I go chop if my baby no chop?
Nne, they want to spoil our market, yeah

[Pre-Chorus]
I don't wanna be a player no more
Yeah, I don't wanna be a player no more
'Cause my guys call me Cristiano
Mr. Ronaldo, Omo Nintendo, ehh
Plus, my guys call me Cristiano
Mr. Ronaldo, Omo Nintendo, ehh

[Chorus]
Money fall on you
Banana fall on you
Prada fall on you
'Cause I'm in love with you, ehh
Money fall on you (Money fall)
Banana fall on you ('Nana fall)
Paparazzi follow you ('Razzi foll')
'Cause I'm in love with you, eh—

[Post-Chorus]
Yeah, if I offend you, if I offend you
Biko, sorry, oh, baby, take heart, oh
Sorry, oh, baby, take heart, oh
I'm in love with you, yeah, I'm in love with you
Oh, baby, nothing go fit to change am, oh
Nothing go fit to change am, oh

[Chorus]
Money fall on you
Banana fall on you
Prada fall on you
'Cause I'm in love with you, ehh
Money fall on you (Money fall on you)
Banana fall on you (Banana fall on you)
Paparazzi follow you (Paparazzi follow you)
'Cause I'm in love with you, ehh

[Outro]
Kiddo-Kiddo! Kiddominaaa-aant!
Your girlfriend favorite song
7
Embed
Cancel
How to Format Lyrics:
Type out all lyrics, even repeating song parts like the chorus
Lyrics should be broken down into individual lines
Use section headers above different song parts like [Verse], [Chorus], etc.
Use italics (<i>lyric</i>) and bold (<b>lyric</b>) to distinguish between different vocalists in the same song part
If you don’t understand a lyric, use [?]
To learn more,"
16,0Y3agQaa6g2r0YmHPOO9rh,Catch Me If You Can,Davido,High,https://i.scdn.co/image/ab67616d00001e02e944c571fca9ea470ebb5821,https://open.spotify.com/track/4G11wDzAKuCFqApL4g3ixC,[]
17,0Y3agQaa6g2r0YmHPOO9rh,Breezy (Deluxe),Davido,Nobody Has To Know (feat. Davido),https://i.scdn.co/image/ab67616d00004851e944c571fca9ea470ebb5821,https://open.spotify.com/track/4U94pbUhXrzFNVcyrFeMso,[]
18,0Y3agQaa6g2r0YmHPOO9rh,A Better Time,Davido,Jowo,https://i.scdn.co/image/ab67616d0000b27379ab73f6bfebec7c0e85f922,https://open.spotify.com/track/4ibxmEgdIWYAQjXl0ivFmW,"[Intro]
My baby jo, jo
Jo, jowo
My baby jo, jowo
My baby jo, jowo
Jowo

[Verse 1]
One time, tiri gbosa for the two person wey born you
I never want to try lose you, try dem no born me well
I no fit tire for your matter, lai lai say I no do
Suddenly man calm down, man down for only you, yeah

[Pre-Chorus]
Many, many man they try to whine you
I no really mind they just they whiney
Many, many gyal they try to whine me
Baby no go whine, dem just be whiney
Many, many man they try to whine you
I no really mind they just they whiney
Many, many gyal they try to whine me
Baby no go whine, dem just be whiney

[Chorus]
So me say jo, jowo
Look into my еyes, oh baby, jowo
Will you be my wife? Oh baby, jowo
Baby, oh ya raga, raga, ragabomi
Jo, jowo
Look into my еyes, oh baby, jowo
Will you be my wife? Oh baby, jowo
Baby, oh

[Post-Chorus]
Jo, jowo
My baby jo, jowo
My baby jo, jowo
Jowo

You might also like
[Verse 2]
Amina, zomana
Answer me jo, chasin' me now
It be like you be my destiny, nah
This kind of love e no dey similar
Amina, mutu mina
Mo la e go, gbo temi na
No-no no me, ori kakirimo
Su momi girl, baby speak to me now

[Pre-Chorus]
Many, many man they try to whine you
I no really mind they just they whiney
Many, many gyal they try to whine me
Baby no go whine, dem just be whiney
Many, many man they try to whine you
I no really mind they just they whiney
Many, many gyal they try to whine me
Baby no go whine, dem just be whiney

[Chorus]
So me say jo, jowo
Look into my eyes, oh baby, jowo
Will you be my wife? Oh baby, jowo
Baby, oya raga, raga, ragabomi
Jo, jowo
Look into my eyes, oh baby, jowo
Will you be my wife? Oh baby, jowo
Baby, oh ya raga, raga, ragabomi

[Post-Chorus]
Jo, jowo
My baby jo, jowo
My baby jo, jowo
Jowo

Jo, jowo
My baby jo, jowo
My baby jo, jowo
Jowo
(Magic Boy, take it easy on the beat)
Embed
Cancel
How to Format Lyrics:
Type out all lyrics, even repeating song parts like the chorus
Lyrics should be broken down into individual lines
Use section headers above different song parts like [Verse], [Chorus], etc.
Use italics (<i>lyric</i>) and bold (<b>lyric</b>) to distinguish between different vocalists in the same song part
If you don’t understand a lyric, use [?]
To learn more, check out our transcription guide or visit our transcribers forum
About
Have the inside scoop on this song?
Sign up and drop some knowledge
Start the song bio
Ask us a question about this song
Ask a question *‌
A Better Time (2020)
Davido
1.
FEM
2.
Jowo
3.
Something Fishy
4.
Holy Ground
5.
Heaven
6.
Very Special
7.
The Best
8.
Shopping Spree
9.
Sunlight
10.
Tanana
11.
Mebe
12.
La La
13.
So Crazy
14.
Birthday Cake
15.
I Got a Friend
16.
Fade
17.
On My Way
Expand
Credits
Produced By
Magicboi & Napji
Release Date
November 13, 2020
Tags
Pop
Expand
Comments
Sign Up And "
19,0Y3agQaa6g2r0YmHPOO9rh,Stand Strong (feat. Sunday Service Choir),Davido,Stand Strong (feat. Sunday Service Choir),https://i.scdn.co/image/ab67616d00001e0279ab73f6bfebec7c0e85f922,https://open.spotify.com/track/1XUf5lpeTQbrohZWdx6Sbz,"[Intro]
Rii!

[Verse 1]
Papa told me, ""Keep your head up high
Even though your body full of bite marks from all dem canines"" (All dem canines, yeah, yeah)
Steady moving, I'm just living life
And so many people in my business, so many chookin' eyes

[Pre-Chorus]
My fears are easier to face now (To face now)
In the front of my haters
Steady chasing my paper (Ooh-ooh)
Sipping Martel with no chaser (Ooh)
My steps are guided by Jehovah
And 44 looking over
Dem no fit stop us, I know that
And every show is a shutdown (Uh, uh)

[Chorus]
'Cause I stand strong
O.B.O no go minus
O.B.O Elemi 9 plus
Big fish flow like the ocean, oh
Omo I stand Strong
30BG dеy my back, oh
O.B.O Elemi 9 plus
Can't deny my devotion, no

[Post-Chorus]
'Causе I stand strong
O.B.O no go minus
O.B.O Elemi 9 plus
Can't deny my devotion, no

[Verse 2]
Look in my eyes
You see the money and the fame, we're successful
You really don't know what's going on in my life
In my life (What's going on in my life, yeah, yeah)
No pleasure comes from pain
No money fall like rain
This thing dey burst my brain
But it's all love (But it's all love)

You might also like
[Pre-Chorus]
My fears are easier to face now (To face now)
In the front of my haters
Steady chasing my paper
Sipping Martel with no chaser
My steps are guided by Jehovah (Ooh-ooh)
And my mama looking over (Ooh-ooh)
Yes, we rise by lifting others (Ooh-ooh)
And that is the law of the lantern (Ooh-ooh, ooh-ooh)

[Chorus]
'Cause I stand strong
O.B.O no go minus
O.B.O Elemi 9 plus
Big fish flow like the ocean, ooh
Omo I stand strong (Ooh-ooh)
30BG dey my back oh (Ooh-ooh)
O.B.O Elemi 9 plus (Ooh-ooh, ooh-ooh)
Can't deny my devotion, no

[Post-Chorus]
'Cause I stand strong (Oh, oh)
O.B.O no go minus (If I tell you say e easy na Zobo!)
O.B.O Elemi 9 plus (Oh, oh)
Can't deny my devotion (Oh no, no)
'Cause I stand strong
O.B.O no go minus (That's the reason why dem call me Davido)
O.B.O Elemi 9 plus
Can't deny my devotion (Oh no, no)
Oh, oh
Oh, oh
Oh, oh, oh, oh

[Outro]
'Cause I stand strong
O.B.O no go minus (Baddest)
O.B.O Elemi, O.B.O Elemi, O.B.O Elemi
Can't deny my devotion
1
Embed
Cancel
How to Format Lyrics:
Type out all lyrics, even repeating song parts like the chorus
Lyrics should be broken down into individual lines
Use section headers above different song parts like [Verse], [Chorus], etc.
Use italics (<i>lyric</i>) and bold (<b>lyric</b>) to distinguish between different vocalists in the same song part
If you don’t understand a lyric, use [?]
To learn more, check out our transcription guide or visit our transcribers forum
About
Have the inside scoop on this song?
Sign up and drop some knowledge
Start the song bio
Ask us a question about this song
Ask a question *‌
Credits
Featuring
Sunday Service Choir
Produced By
Pheelz
Written By
Dav"
20,4qYpTEJThZ8FC8KzyFrSWW,We're All Alone In This Together,Boj,Lazarus (feat. Boj),https://i.scdn.co/image/ab67616d0000485179ab73f6bfebec7c0e85f922,https://open.spotify.com/track/4wvnXoQqjIOoEis5eyTbCl,[]
21,4qYpTEJThZ8FC8KzyFrSWW,See Me - A COLORS SHOW,Boj,See Me - A COLORS SHOW,https://i.scdn.co/image/ab67616d0000b27390e89e3afc4441bf36720a73,https://open.spotify.com/track/5ivebXfBDaKEhi86VRsuCi,[]
22,4qYpTEJThZ8FC8KzyFrSWW,Make E No Cause Fight,Boj,Tungba,https://i.scdn.co/image/ab67616d00001e0290e89e3afc4441bf36720a73,https://open.spotify.com/track/4fA1ca0O5tOOYDWt1n0z2d,[]
23,4qYpTEJThZ8FC8KzyFrSWW,SIMMA DOWN,Boj,Ten Toes,https://i.scdn.co/image/ab67616d0000485190e89e3afc4441bf36720a73,https://open.spotify.com/track/2l6cWeDkec1ZZbiMlI47kR,[]
24,4qYpTEJThZ8FC8KzyFrSWW,Make E No Cause Fight 2,Boj,Too Many Women,https://i.scdn.co/image/ab67616d0000b273da5b9c1eb275d48e14d25f3e,https://open.spotify.com/track/19l8i6cV0tUIn3ON8duR4r,[]
25,4qYpTEJThZ8FC8KzyFrSWW,Palmwine Music 3,Boj,Kele,https://i.scdn.co/image/ab67616d00001e02da5b9c1eb275d48e14d25f3e,https://open.spotify.com/track/0BgmidEk74t9YNwGGt77Jl,[]
26,4qYpTEJThZ8FC8KzyFrSWW,Gbagada Express,Boj,Culture,https://i.scdn.co/image/ab67616d00004851da5b9c1eb275d48e14d25f3e,https://open.spotify.com/track/1SBi2BY9o92XyAKmH8Assy,"[Intro: BOJ]
Mmm
Mmm

[Verse 1: BOJ]
I'm the senator of jayé
Prince of serenre
Slow down, mà sá ré
Take the ball, no felele
Director of settlement
The governor of merriment
Oya, telé mi lo sí party
I'll show you the evidence

[Refrain: BOJ]
Hussle tire
Streets on fire
City nights will make you maya
Hussle tire
Streets on fire
City nights will make you maya

[Verse 2: ENNY]
Ayy, yeah
Green-white-green flag flown near the vulture
Mummy left her home, took a flight, be the poster
Child take note in the wild, this that kingdom come
Black skin, white world, that's my thesis done
Rock, paper, scissors, the mission is classified
I was doing nine-to-five, I been lost in who am Is
Who are you, who are we?
I'm obsessed with breaking free
Big woman Enny but for aunty, I still bend my knee
If I change, that's fine
Why not sweep, when I go marry, that's mine
But you keep saying I don't fit in, man, I told you
When you see me and my fam, that's culture

[Chorus: BOJ]
If you get chance, make you come Lagos
If dem want dance, dem go come play us
If you get hands, make you come Gbagada
You go see say we no get palava
We dey find dough brothers in the ghetto
And told you, on it from the get go
I no dey sleep o, always on my ten toes
Married to the game and I no go let go

You might also like
[Refrain: BOJ]
Hussle tire
Streets on fire
City nights will make you maya
Hussle tire
Streets on fire
City nights will make you maya

[Bridge: ENNY]
When you see me in my home (That's culture)
Gun fingers in the air (That's culture)
See the girlie and the hair (That's culture)
That's culture, yeah, that's culture
The respect that I have (That's culture)
Everything and who I am (That's culture)
They keep calling us a gang (That's culture)
That's culture, yeah, that's culture

[Chorus: BOJ]
If you get chance, make you come Lagos
If dem want dance, dem go come play us
If you get hands, make you come Gbagada
You go see say we no get palava
We dey find dough brothers in the ghetto
And told you, on it from the get go
I no dey sleep o, always on my ten toes
Married to the game and I no go let go

[Refrain: BOJ]
Hussle tire
Streets on fire
City nights will make you maya
Hussle tire
Streets on fire
City nights will make you maya

[Outro: BOJ]
Mo gbo
Embed
Cancel
How to Format Lyrics:
Type out all lyrics, even repeating song parts like the chorus
Lyrics should be broken down into individual lines
Use section headers above different song parts like [Verse], [Chorus], etc.
Use italics (<i>lyric</i>) and bold (<b>lyric</b>) to distinguish between different vocalists in the same song part
If you don’t understand a lyric, use [?]
To learn more, check out our transcription guide or visit our transcribers forum
About
Have the inside scoop on this song?
Sign up and drop some knowledge
Start the son"
27,4qYpTEJThZ8FC8KzyFrSWW,Gbagada Express,Boj,Owo Ni Koko,https://i.scdn.co/image/ab67616d0000b27379ab73f6bfebec7c0e85f922,https://open.spotify.com/track/4WLdlAi4KBDNRxaq3GnRYH,"[Intro]
(It's KrisBeatz the drama boy)

[Verse 1: Fireboy DML]
(Yo-uh yuh yuh)
(Whoa)
I dey hustle non-stop
Whether na street or na house, I don't care, anywhere na my workshop
I must put my mama in a drop-top
Omo if I no get money I don fuck up
Omo no dey tell me what's up (Yeah)
No dey tell me what's up
I dey where men dey
So if you no get money make you shut up

[Chorus: Fireboy DML]
(Whoa)
Owo ni koko o
If you no get money make you shut up
Owo ni koko o (Yay yeah)
Omo if you no get money make you shut up

[Verse 2: Boj]
Emi badman, emi Van Damme
Emi Bruce Lee fall fly cake o
I be actor for action
Invi Fendi, high fashion
On a longer, anaconda
Funny guy, I be Frank Donga o
Shey six time abi
Me and all my guys just dey shine abi (Ehn ehn)
Owo ni koko
Get the money koko
On the low low
No we don't do promo
I be musician, no be politician
I got the vision, rotate the [?]

[Chorus: Fireboy DML]
If you no get money make you shut up
(Whoa)
Owo ni koko o
If you no get money make you shut up
Owo ni koko o (Yay yeah)
Omo if you no get money make you shut up

You might also like
[Bridge: Boj]
(Ewo ni banter)
(For Fanta)
(I no dey get time for this malo matter)
(Holy water, lori altar)
(This is real life, this is factual)

[Verse 3: Boj]
My baby [?] be like small pikin
She dey want see like I'm Galilee
Me and my money, they can't come between
Anyway, Anyhow be way
Boj on the mike, I'm not far from [?]
Middle finger to my enemies
[?] my woman
[?] on my trees
(Anyway, Any way na way)

[Chorus: Fireboy DML]
Shut up
(Whoa)
Owo ni koko o
If you no get money make you shut up
Owo ni koko o (Yay yeah)
Omo if you no get money make you shut up

[Verse 4: Fireboy]
Make the money enter
You no see Otedola
Shey o lori meta?
When my guys center
You go start to japa
You dey form bad gang
But you no be member
Omo if you dey find me I dey Oriental
I dey hustle, I dey sing pon the instrumental
One song, two songs, omo I don mental
You get two G-Wagons, omo moni meta
But I still dey hustle for the streets
Me I no get time for politics
(Ah) Too much talent dey worry me and I got KrizBeats and Boj on the beat (Yeah)

[Chorus: Fireboy DML]
Shut up
(Whoa)
Owo ni koko o
If you no get money make you shut up
Owo ni koko o (Yay yeah)
Omo if you no get money make you shut up

[Outro: Boj]
(Ewo ni banter)
(For Fanta)
(I no dey get time for this malo matter)
(Ewo ni banter)
(For Fanta)
(This is real life, this is factual)
Embed
Cancel
How to Format Lyrics:
Type out all lyrics, even repeating song parts like the chorus
Lyrics should be broken down into individual lines
Use section headers above different song parts like [Verse], [Chorus], etc.
Use italics (<i>lyric</i>) and bold (<b>lyric</b>) to distinguish between different vocalists in the same song part
If you don’t understand a lyric, "
28,4qYpTEJThZ8FC8KzyFrSWW,Gbagada Express,Boj,In A Loop,https://i.scdn.co/image/ab67616d00001e0279ab73f6bfebec7c0e85f922,https://open.spotify.com/track/3xGYYF0xMkDg2bVzGU0F6j,"[Intro:]
Stop
You stop it

[Verse 1: Boj]
Home girl wanna get it
Her boyfriend kinda livid
Every story got two sides
He ain't even tryna listen
She was feeling on my steez bro
I was swishing like a free throw eh
Fucking with my lingo
Now she come dey find me like nemo
I just wanna kiss her
I just wanna kiss her on the lips ha
Baby tell your mister
Tell your mister hasta la vista

[Hook: Boj]
If you like I'm ready to take the deal
I just want you to tell me just how you feel

[Chorus:]
What we fi do? We're stuck in a loop
Nobody's gonna win this game
Can't leave him, cannot leave my baby
What we fi do? keep it on a low
Nobody's gonna win this gamе
Can't lеave him, cannot leavе my baby

[Verse 2:]
Be thеre when I need ya
Pull all of the vibes on me
Turn the light on baby
Love when you got your eyes on me
My man ain't home this weekend
Maybe we can just pretend to
We get caught I defend you
No way I'm gonna lose this
Got me acting a fool
I can't help it you know it
Baby you got me wanting

[Hook: Boj]
If you like I'm ready to take the deal
I just want you to tell me just how you feel

You might also like
[Chorus:]
What we fi do? We're stuck in a loop
Nobody's gonna win this game
Can't leave him, cannot leave my baby
What we fi do? keep it on a low
Nobody's gonna win this gamе
Can't leave him, cannot leavе my baby

[Verse 3: ]
Her bobo feel some way
But he no fit talk to me
Cause I give her gara love
I give her gara love, power love
Keep it confidential that's all mi saying
No matter what the case don't say it
Did I mention? Missed you today
Give me gara love, power love
No I didn't call you
I was with him today
Was I on your mind too?
Did it hurt to make you wait?

[Hook: Boj]
If you like I'm ready to take the deal
I just want you to tell me just how you feel

[Chorus:]
What we fi do? We're stuck in a loop
Nobody's gonna win this game
Can't leave him, cannot leave my baby
What we fi do? keep it on a low
Nobody's gonna win this gamе
Can't leave him, cannot leavе my baby
Embed
Cancel
How to Format Lyrics:
Type out all lyrics, even repeating song parts like the chorus
Lyrics should be broken down into individual lines
Use section headers above different song parts like [Verse], [Chorus], etc.
Use italics (<i>lyric</i>) and bold (<b>lyric</b>) to distinguish between different vocalists in the same song part
If you don’t understand a lyric, use [?]
To learn more, check out our transcription guide or visit our transcribers forum
About
Have the inside scoop on this song?
Sign up and drop some knowledge
Start the song bio
Ask us a question about this song
Ask a question *‌
Gbagada Express (2022)
BOJ
1.
Owo Ni Koko
2.
Tinu Ewe
3.
Lekki Love
4.
Awolowo (Wizkid Remix)
5.
Confam
6.
Get Out The Way
7.
In A Loop
8.
Yarning Many (Skit)
9.
Emotions
10.
Culture
11.
Unco"
29,4qYpTEJThZ8FC8KzyFrSWW,Gbagada Express,Boj,Awolowo,https://i.scdn.co/image/ab67616d0000485179ab73f6bfebec7c0e85f922,https://open.spotify.com/track/33ZP3qMoSn7Qm8aJhGbPK0,"Gmk boutta make that dough

BOJ
Mon fa cigar, mon GBA'wo lowo
Mon jaiye lo, mon fagbo lowo (ye)
Mon GBA'wo lowo, GBA'wo gba ‘wo gba ‘wo
Mon fa cigar, mon GBA'wo lowo
Mon jaiye lo, mon fagbo lowo(ye)
Mon GBA'wo lowo, GBA'wo gba ‘wo gba ‘wo lowo
Jigga utilize , all the times that we had
Would you really love me if I didn't get the bag
Would you really love me if I didn't fuck you good
If I didn't look good,if I didn't get the bag

KWESI ARTHUR
Kwesiiii arthuuuuurrrrr
She say why I only dey see you when it's dark out
I be stag I no be sacker
Tema boy I for get my stack up
You no get sense just shut up
I fuck up(hehe)
What another man dey do no be my case
I'm just focused on money getting mama a better place
Get some food in your tummy
Naa ekom ma mu ka things
Said you niggas got money but guess you shit no fit buy taste
I don't need nobody else's validation
Yeeye no faa ye ebeye that's motivation
You fake too much, ena esh3wu yo oga wait
Mi chi na emba , see mi ni abetu safe
You don't need me
Girl you just obsessed
Let's take it upstairs
Do me make I feel gbessh(oh yooo)

BOJ
Mon fa cigar, mon GBA'wo lowo
Mon jaiye lo, mon fagbo lowo (ye)
Mon GBA'wo lowo, GBA'wo gba ‘wo gba ‘wo
Mon fa cigar, mon GBA'wo lowo
Mon jaiye lo, mon fagbo lowo(ye)
Mon GBA'wo lowo, GBA'wo gba ‘wo gba ‘wo lowo
Jigga utilize, all the times that we had
Would you really love me if I didn't get the bag
Would you really love me if I didn't fuck you good
If I didn't look good,if I didn't get the bag

You might also like
DARKO VIBES
Iyeeee iyeeeee darkooooo vibeeesss
Nnke kponnn ,nnke kpa wolomo
Wooo washi ari wo so le mo
Wooo iri wolo wo
Iyee.... but just dey pain me but
She say,she say after the club
She go turn into wolf, she go beat me like king Kong(yeh)
She say after the club
Ego turn into war, she go beat me like King Kong (yeh)
Nobody inaa the corner get swagger like us
Only jon boys do the most most most
Show you fake love them dey go pose
Never socialise dem all close close
If i fuck you nobody go know
Oh baby if you give me nobody go know
Oh baby Make I close your window
Never socialise them all close close

BOJ
Mon fa cigar, mon GBA'wo lowo
Mon jaiye lo, mon fagbo lowo (ye)
Mon GBA'wo lowo, GBA'wo gba ‘wo gba ‘wo
Mon fa cigar, mon GBA'wo lowo
Mon jaiye lo, mon fagbo lowo(ye)
Mon GBA'wo lowo, GBA'wo gba ‘wo gba ‘wo lowo
Jigga utilize , all the times that we had
Would you really love me if I didn't get the bag
Would you really love me if I didn't fuck you good
If I didn't look good,if I didn't get the bag

JOEY B
Yeah ....
Woke up feeling swaggy in my baggy morning coat
Recap in the night before my swaggy morning pose
The babe wey I toast, champagne wey I toast
In name be amaka or maybe akos.....
Too much going on make I text boj see
Someone text me make I give her more lean
L"
30,46pWGuE3dSwY3bMMXGBvVS,Calm Down (with Selena Gomez),Rema,Calm Down (with Selena Gomez),https://i.scdn.co/image/ab67616d0000b27351f2cf37e1ce1fe25ec927df,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8,"[Intro]
(Vibez)
Another banger

[Chorus]
Baby, calm down, calm down
Girl, this your body e put in my heart for lockdown, for lockdown, oh, lockdown
Girl, you sweet like Fanta, ooh, Fanta, ooh
If I tell you say, ""I love you"", you no dey form yanga, oh, oh, yanga, oh
No tell me no, no, no, no, woah, woah, woah, woah
Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh
Baby, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah
You got me like woah-woah-woah-woah-woah-woah-woah-woah-woah
Shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah, hmm

[Verse 1]
I see this fine girl, for my party she wear yellow
Every other girl they dey do too much but this girl mellow
Naim, I dey find situation, I go use take tell am hello
Finally, I find way to talk to the girl but she no wan follow
Who you come dey form for? Woah (Mhmm)
Why you no wan' conform? Woah (Mhmm)
Then I start to feel her brown bum, warm (Mhmm)
But she dey gimme small, small, woah
I know say she sabi pass that one, one (Mhmm)
But she feeling insecure, woah
'Cause her friends go dey gum her like chewing gum, woah (Mhmm)
Go dey gum her like chewing gum, wu-woah

[Chorus]
Baby, calm down, calm down
Girl, this your body e put in my heart for lockdown, for lockdown, oh lockdown
Girl, you sweet like Fanta, ooh, Fanta, ooh
If I tell you say, ""I love you"", you no dey form yanga oh, oh yanga oh
No tell me no, no, no, no, woah, woah, woah, woah
Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh
Baby, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah
You got me like woah-woah-woah-woah-woah-woah-woah-woah-woah
Shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah, mm-hmm

[Verse 2]
As I reach my house, I say make a rest small, oh-woah (Make a rest small, oh-woah)
As me I wake up na she dey my mind, oh-woah (Na she dey my mind, oh-woah)
Day one, day two-wo, I no fit foc-o-us (I no fit focus)
Na so me I call am, say make we link up, woah (I say make we link up woah)
As I start to dey tell her how I feel, now my heart dey race
Baby girl if you leave me, I no go love again
Because e get many girls wey put my heart for pain
Shebi, you feel my pain, yeah-yeah

You might also like
[Chorus]
Baby, calm down, calm down
Girl, this your body e put in my heart for lockdown, for lockdown, oh, lockdown
Girl, you sweet like Fanta, ooh, Fanta, ooh
If I tell you say, ""I love you"", you no dey form yanga, oh yanga oh
No tell me no, no, no, no, woah, woah, woah, woah
Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh
Baby, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah
You got me like woah-woah-woah-woah-woah-woah-woah-woah-woah
Shawty, come gimme your lo-lo-lo-lo-lo-lo-lo-lo-woah-woah-woah-woah-woah, mm-hmm
4
Embed
Cancel
How to Format Lyrics:
Type out all lyrics, even repeating song parts like the ch"
